camis,name,boro,cuisine,action,score,grade,rating,review_count,location.address1,coordinates.latitude,coordinates.longitude,ratings1
41685267,Catfish,BROOKLYN,Cajun,violations,11,A,4,571,1433 Bedford Ave,40.674106,-73.953529,****
41704787,Catherine Bakery,QUEENS,Bakery,violations,26,B,3,7,40-49 College Point Blvd,40.75702406,-73.83384832,***
41392244,Bridgeview Diner,BROOKLYN,American,violations,13,A,2.5,235,9011 3rd Ave,40.6206,-74.031879,***
41708320,Brooklyn Bagel & Coffee Company,BROOKLYN,Bagels/Pretzels,violations,15,B,4,1099,286 8th Ave,40.746183,-73.997642,****
50053728,Cava,MANHATTAN,Mediterranean,violations,3,A,4.5,200,143 4th Ave,40.73378978,-73.98960786,*****
50066450,Cava,MANHATTAN,Other,violations,29,C,4.5,200,143 4th Ave,40.73378978,-73.98960786,*****
50006786,Cavaleri Pizza & Pasta,QUEENS,Italian,violations,18,B,3.5,61,4127 162nd St,40.760597,-73.803756,****
40866490,Cavallo's Pizzeria,MANHATTAN,Pizza/Italian,violations,18,B,3,95,324 7th Ave,40.7473967,-73.993243,***
40624951,Cavatappo Grill,MANHATTAN,Italian,violations,22,B,4,188,1712 1st Ave,40.77848,-73.94798,****
50018558,Caviar House & Prunier,QUEENS,Seafood,violations,4,A,3.5,26,Jfk International Airport,40.6438245,-73.78072098,****
50000360,The Bowery Hotel,QUEENS,Other,no violations,0,B,3.5,269,335 Bowery,40.72600931,-73.99155957,****
50050812,Super Taste,MANHATTAN,Korean,violations,12,A,4,454,26 Eldridge St,40.71511,-73.99332,****
40402788,Carlo's Bakery,MANHATTAN,American,violations,11,A,2.5,818,625 8th Ave,40.75721177,-73.99035391,***
41362495,Handy,QUEENS,American,violations,12,A,3.5,4508,,40.74559021,-73.97927856,****
40890407,Cea-Lo Cafe,BRONX,Soul Food,violations,20,B,3.5,54,1003 Soundview Ave,40.82517,-73.87034,****
50001919,Cea-Lo Cafe,MANHATTAN,Seafood,violations,3,A,3.5,54,1003 Soundview Ave,40.82517,-73.87034,****
40859014,Cebu Bar & Bistro,BROOKLYN,American,violations,8,A,3.5,534,8801 3rd Ave,40.62186,-74.031383,****
50063522,Cecconi's Dumbo,BROOKLYN,American,violations,25,B,3,249,55 Water St,40.703415,-73.991409,***
41579930,Ceci Italian Cuisine,MANHATTAN,Italian,violations,24,B,3.5,221,46 W 46th St,40.75682714,-73.98099482,****
40974031,Ceci Restaurant,MANHATTAN,Spanish,violations,12,A,4.5,6,78 Sherman Ave,40.863565,-73.926572,*****
50043778,Ceci Restaurant,BROOKLYN,Latin,violations,28,C,4.5,6,78 Sherman Ave,40.863565,-73.926572,*****
41578339,Cedars Pastry,BROOKLYN,Bakery,violations,9,A,4.5,31,7204 5th Ave,40.63159,-74.02195,*****
41646525,Ceetay,BRONX,Japanese,violations,7,A,4,257,129 Alexander Ave,40.807149,-73.927612,****
50062555,Celebrate at Snug Harbor,STATEN ISLAND,American,violations,13,A,3.5,15,1000 Richmond Ter,40.644051,-74.101755,****
40932233,Celeste,MANHATTAN,Italian,violations,10,A,3.5,798,502 Amsterdam Ave,40.78666,-73.97599,****
50013421,Celia's Restaurant Bar & Grill,BRONX,Latin,violations,27,B,2.5,29,138 W Fordham Rd,40.86272265,-73.90721858,***
41068567,Bryant Park Hotel,MANHATTAN,American,violations,9,A,4,139,40 W 40th St,40.75286,-73.98365,****
41071980,Cellini Restaurant,MANHATTAN,Italian,violations,38,C,4,124,65 E 54th St,40.76005307,-73.97273725,****
41372592,Cello Wine Bar,MANHATTAN,American,violations,12,A,4,170,226 E 53rd St,40.7570686,-73.9684187,****
40996665,Celtic Gasthaus,QUEENS,American,violations,11,A,4,3,6404 Myrtle Ave,40.700759,-73.892219,****
50037441,Cemitas El Tigre,QUEENS,Mexican,violations,2,A,4.5,172,45-14 48th Ave,40.7391913,-73.9198491,*****
50000741,Estrellita Poblana,BRONX,Spanish,violations,37,C,4,197,2231 Westchester Ave,40.83446,-73.85084,****
50001189,Cent'Anni,BROOKLYN,Italian,violations,23,B,4,326,742 Franklin Ave,40.67309074,-73.95734922,****
41692125,Center Bar,MANHATTAN,American,violations,2,A,3.5,89,10 Columbus Cir,40.76828923,-73.98242712,****
50013145,Jacob K Javits Convention Center,MANHATTAN,CafÃ©/Coffee/Tea,violations,10,A,3.5,319,655 W 34th St,40.75797229,-74.00233975,****
41677816,Central Bar Lounge,QUEENS,Greek,violations,31,C,2.5,109,2030 Steinway St,40.777422,-73.904053,***
50001688,Tacos Y Mas Mexican Restaurant,QUEENS,Latin,violations,12,A,4,45,1831 Mott Ave,40.6029614,-73.7507833,****
41543901,Roberta's,BROOKLYN,CafÃ©/Coffee/Tea,violations,10,A,4,2304,261 Moore St,40.70504353,-73.93357123,****
50051774,Central Cafe Seneca,QUEENS,CafÃ©/Coffee/Tea,violations,8,A,4,2,487 Seneca Ave,40.7057081,-73.9121574,****
50014473,Central Caribbean Bakery,BRONX,Bakery,violations,7,A,5,8,1322-C E Gunhill Rd,40.8711053,-73.84765709,*****
50002675,Central Diner,QUEENS,American,violations,9,A,1.5,182,Jfk International Airport,40.64422538,-73.7829131,**
41586885,New York City,MANHATTAN,American,violations,17,B,4.5,192,,40.70447159,-74.01151276,*****
50000259,Grand Central Market,MANHATTAN,Italian,violations,11,A,4,222,105 E 42nd St,40.75225886,-73.97581779,****
41438319,Central Park,MANHATTAN,CafÃ©/Coffee/Tea,violations,5,A,5,2005,14 E 60th St,40.78241874,-73.96560228,*****
50049489,Circulo Espanol,QUEENS,Spanish,reopened,10,A,4.5,19,41-01 Broadway,40.75871,-73.91785,*****
41488716,Los Feliz,BRONX,"Juice, Smoothies, Fruit Salads",violations,10,A,3,407,109 Ludlow St,40.71938,-73.98882,***
50060807,Patricia's,BRONX,Chinese,violations,10,A,4,362,1082 Morris Park Ave,40.84912,-73.8533099,****
41480048,Century Super Buffet,QUEENS,Chinese,violations,33,C,3,168,220-18 Hillside Ave,40.7303973,-73.7431664,***
50051322,Ceremony,BROOKLYN,American,violations,10,A,4.5,3,224 Manhattan Ave,40.710948,-73.945275,*****
41193019,Certé,MANHATTAN,American,violations,25,B,4,162,20 W 55th St,40.76195526,-73.97616577,****
41143475,Cervantes Bar Restaurant,BRONX,Mexican,violations,7,A,5,1,536 E 138th St,40.80694,-73.91815,*****
41370989,Cestra's Pizza,BRONX,Pizza,violations,10,A,4.5,26,44 Westchester Sq,40.841423,-73.8431588,*****
50033065,Cestra's Pizza,BRONX,Pizza/Italian,violations,7,A,4.5,26,44 Westchester Sq,40.841423,-73.8431588,*****
50040249,Cevicheria El Rey,QUEENS,Spanish,violations,7,A,3,7,85-16 Roosevelt Ave,40.74801287,-73.88038516,***
50047458,Cevicos Restaurant,MANHATTAN,Spanish,violations,22,B,5,1,125 Nagle Ave,40.86069,-73.92675,*****
50041569,Ceylon Curry,STATEN ISLAND,Indian,violations,34,C,4,17,324 Victory Blvd,40.63405,-74.08541,****
50049620,Cha Cha Matcha,MANHATTAN,CafÃ©/Coffee/Tea,violations,8,A,4,653,373 Broome St,40.720093,-73.996372,****
40383009,Cha Cha's In Bocca Al Lupo,MANHATTAN,Italian,violations,27,B,2.5,114,113 Mulberry St,40.71761,-73.9984,***
41526628,Cha Chan Tang,MANHATTAN,Chinese,violations,20,B,3.5,867,45 Mott St,40.7153,-73.99896,****
41551369,Cha Pa's Noodles and Grill,MANHATTAN,Vietnamese/Cambodian/Malaysia,violations,28,C,3.5,458,314 W 52nd St,40.7637,-73.98615,****
41058228,Cha-An,MANHATTAN,Japanese,violations,7,A,4,1493,230 E 9th St,40.72947,-73.98813,****
50056337,Chaan Teng,MANHATTAN,Chinese,violations,30,C,4,123,698 9th Ave,40.762,-73.98961,****
50002037,Chabba Bbq & Indian Fusion,BROOKLYN,Indian,violations,25,B,3.5,36,786 Coney Island Ave,40.63783973,-73.96871225,****
40388823,Chadwick's,BROOKLYN,American,violations,10,A,4,196,8822 3rd Ave,40.62156,-74.03201,****
41653388,Chagall Bistro,BROOKLYN,French,no violations,0,B,4,59,330 Fifth St,40.6716266,-73.984575,****
50036900,Chai Thai Kitchen,MANHATTAN,Thai,closed,33,C,3.5,465,930 8th Ave,40.76541,-73.98352,****
40972155,Chai Thai Kitchen - Williamsburg,BROOKLYN,Thai,violations,32,C,3.5,296,124 N 6th St,40.718143,-73.959646,****
50041664,Chaiwali Harlem,MANHATTAN,Indian,violations,21,B,3.5,184,274 Lenox Ave,40.80678,-73.94588,****
50067254,Cafe Two Way,BROOKLYN,Russian,violations,31,C,5,5,26 Ave O,40.609943,-73.984201,*****
50053119,CHALAIT,MANHATTAN,CafÃ©/Coffee/Tea,violations,12,A,4,98,1216 Broadway,40.7462746,-73.9882491,****
50007410,Chalk Point Kitchen,MANHATTAN,American,violations,25,B,3.5,407,527 Broome St,40.72373,-74.00412,****
40389807,Champs Gourmet Deli,MANHATTAN,American,violations,17,B,3.5,31,30 Broad St,40.706133,-74.011635,****
50000256,Rudy's Bar & Grill,MANHATTAN,American,violations,43,C,4,954,627 9th Ave,40.76004,-73.99182,****
50057253,Champignon on Madison,MANHATTAN,American,violations,11,A,3,134,1389 Madison Ave,40.78737,-73.95387,***
40423830,Champion Bakery,BRONX,Hawaiian,violations,12,A,4.5,15,3978 White Plains Rd,40.88791,-73.8602,*****
41395492,Comedy Cellar,QUEENS,American,violations,10,A,4,963,117 MacDougal St,40.73021,-74.00058,****
50043051,Champion Coffee,BROOKLYN,CafÃ©/Coffee/Tea,violations,5,A,4.5,17,1107 Manhattan Ave,40.7363055,-73.9554949,*****
41719061,Champion Pizza,MANHATTAN,Pizza/Italian,violations,11,A,4.5,168,17 Cleveland Pl,40.7215271,-73.99708557,*****
50064841,Per Se,MANHATTAN,Pizza,violations,24,B,4.5,1374,10 Columbus Cir,40.76815289,-73.98276296,*****
50033848,La Margarita Pizza,MANHATTAN,Pizza,violations,10,A,4.5,229,168 Ludlow St,40.72153924,-73.98762754,*****
41395490,Arthur Ashe Stadium,QUEENS,American,violations,10,A,4,88,12402 Roosevelt Ave,40.75093013,-73.84552571,****
50014734,Champ's Sports Bar & Grill,BRONX,Italian,violations,17,B,2.5,3,566 E 187th St,40.85598628,-73.88862205,***
50016583,Champs Diner,BROOKLYN,Vegetarian,violations,23,B,4,1091,197 Meserole St,40.70843974,-73.94078085,****
41417889,Chan Yang Garden,BROOKLYN,Chinese,violations,13,A,3.5,21,479 Bergen St,40.68088,-73.97463,****
41463780,Chan's Village,BRONX,Chinese,violations,9,A,4,9,1328 Metropolitan Ave,40.8338713,-73.8606028,****
50044840,Chance Asian Bistro & Bar,BROOKLYN,Asian,violations,27,B,4,287,223 Smith St,40.68424,-73.9920099,****
41463800,Chance 11,BROOKLYN,American,violations,21,B,3,61,895 Fulton St,40.683814,-73.967511,***
50044848,Chandni Chowk Restaurant,BRONX,Pakistani,violations,4,A,4.5,12,2570 Bronxwood Ave,40.86531,-73.8613699,*****
41706772,Chandni Restaurant,MANHATTAN,Indian,violations,10,A,3.5,122,13 W 29th St,40.74596024,-73.98782349,****
41558287,Chang Heng,BROOKLYN,Chinese,violations,7,A,3.5,13,54 Willoughby St,40.692008,-73.986701,****
41534110,Chang Hong Chinese Restaurant,BROOKLYN,Chinese,violations,12,A,4,9,409 Irving Ave,40.69686,-73.91033,****
41408121,Ippudo East Village,BROOKLYN,Chinese,violations,9,A,4,9263,65 4th Ave,40.730922,-73.990167,****
41660217,Chang Le Xin Fan Zhuang,MANHATTAN,Chinese,violations,25,B,3.5,12,36 Eldridge St,40.71566731,-73.99317339,****
50049262,Chang Noi Thai,STATEN ISLAND,Thai,violations,12,A,4.5,102,100 Stuyvesant Pl,40.64370404,-74.07760292,*****
41686208,Chang Pai,QUEENS,Chinese,violations,23,B,2,46,166-12 Hillside Ave,40.7094307,-73.7955093,**
50044015,Carmel Car and Limousine Service,QUEENS,Chinese,violations,7,A,2,1382,2642 Broadway,40.79726,-73.96951,**
41465278,Nyonya,BROOKLYN,Chinese,violations,7,A,4,1767,199 Grand St,40.7190148,-73.9968228,****
41590515,Roberta's,BROOKLYN,Chinese,violations,11,A,4,2304,261 Moore St,40.70504353,-73.93357123,****
50016437,Chang's Family Restaurant,QUEENS,Korean,violations,11,A,4.5,19,154-28 Northern Blvd,40.76428862,-73.8102951,*****
50039403,Ke Zhang,QUEENS,Chinese,violations,18,B,3.5,80,45-72 Kissena Blvd,40.7506275,-73.8193525,****
50060687,Patisserie Chanson,MANHATTAN,Bakery,violations,7,A,4.5,179,20 West 23rd St,40.74167,-73.99059,*****
50044220,Chao Chao,MANHATTAN,Vietnamese/Cambodian/Malaysia,violations,10,A,4,27,171 Ave A,40.7284,-73.98217,****
50055655,Chao Fang Restaurant,QUEENS,Korean,violations,22,B,4,1,3440 Union St,40.7659168,-73.8279093,****
41154580,Chao Thai Restaurant,QUEENS,Thai,violations,26,B,4,330,8503 Whitney Ave,40.7414656,-73.8801273,****
50003527,Chapati House,MANHATTAN,Indian,violations,22,B,4,181,3153 Broadway,40.814613,-73.95959,****
41488442,Churrascaria Plataforma,MANHATTAN,Irish,violations,12,A,4,1164,316 W 49th St,40.76202,-73.98765,****
50018979,Charisma Bay,BROOKLYN,Chinese,violations,27,B,3,36,2172 86th St,40.60197,-73.99446,***
50059499,Charl-Ena Chateau,BROOKLYN,Caribbean,violations,12,A,4,2,3820 Church Ave,40.650962,-73.941154,****
50059373,Charles Pan Fried Chicken Restaurant,MANHATTAN,Soul Food,closed,54,C,4,51,2461 Frederick Douglass Blvd,40.81461463,-73.94826751,****
40782328,NYC Mobile Notary Public & Apostille Services,BROOKLYN,Pizza,violations,12,A,5,102,285 5th Ave,40.6736379,-73.982204,*****
41222296,Charleston,BROOKLYN,American,violations,31,C,3.5,248,174 Bedford Ave,40.7181519,-73.9576854,****
41696825,"Sal, Kris, & Charlie's Deli",QUEENS,Caribbean,violations,9,A,4.5,858,33-12 23rd Ave,40.77332688,-73.91138077,*****
41272100,Charley Mom Restaurant,MANHATTAN,Chinese,closed,60,C,3.5,74,1580 York Ave,40.77402878,-73.94815826,****
41674832,Charley's Grilled Subs,MANHATTAN,American,violations,8,A,2.5,26,90-15 Queens Blvd,40.73462831,-73.8685425,***
50045807,Charleys Philly Steaks,BRONX,American,violations,17,B,1,1,200 Baychester Ave,40.86337912,-73.82698965,**
50000161,Charlie Bird,MANHATTAN,American,violations,9,A,3.5,372,5 King St,40.7278099,-74.0028534,****
41619579,Charlie Brown's Steakhouse,STATEN ISLAND,American,violations,23,B,3,109,1001 Goethals Rd N,40.622357,-74.169584,***
50035892,Le Bernardin,MANHATTAN,American,violations,13,A,4.5,2101,155 W 51st St,40.761557,-73.981763,*****
50058919,Quality Meats,MANHATTAN,American,violations,19,B,4,1689,57 W 58th St,40.764958,-73.976206,****
40392285,Peter Luger,BROOKLYN,Spanish,violations,28,C,4,4582,178 Broadway,40.709945,-73.962478,****
41672406,Charlie's Pizza,MANHATTAN,Pizza,violations,3,A,4,13,1501 Saint Nicholas Ave,40.8520225,-73.9319437,****
50018777,Lemon Life,MANHATTAN,Japanese,violations,23,B,3.5,45,225 E 110th St,40.79387,-73.94159,****
41636080,Charlie's Bar & Kitchen,BRONX,American,violations,7,A,4,238,112 Lincoln Ave,40.80787499,-73.92915454,****
40367240,Charlies Sports Bar,QUEENS,Other,violations,9,A,4.5,10,4408 60th St,40.741873,-73.904721,*****
41623184,Charlotte Patisserie,BROOKLYN,CafÃ©/Coffee/Tea,violations,18,B,4.5,184,596 Manhattan Ave,40.72308,-73.95025,*****
41318801,Carmine's Italian Restaurant - Times Square,MANHATTAN,American,violations,21,B,4,2842,200 W 44th St,40.75751022,-73.98678172,****
41483265,Charlys,MANHATTAN,American,violations,47,C,3.5,125,110 Trinity Pl,40.70952783,-74.01196841,****
40814991,Charo Restaurant #3,QUEENS,Latin,violations,10,A,3.5,6,102-01 37th Ave,40.753236,-73.865399,****
50017962,Charrua,MANHATTAN,Spanish,violations,17,B,4,115,131 Essex St,40.72004,-73.9876,****
50043221,Peter Luger,BROOKLYN,CafÃ©/Coffee/Tea,violations,3,A,4,4582,178 Broadway,40.709945,-73.962478,****
41092334,IvyPlus NY,MANHATTAN,American,violations,9,A,5,2,1760 2nd Ave,40.781352,-73.948837,*****
50012783,Chase Taste Buffet,QUEENS,Chinese,violations,14,B,4,17,149-21 Jamaica Ave,40.70221,-73.804928,****
50050686,Martha's Country Bakery,QUEENS,Chinese,violations,12,A,4,1547,70-28 Austin St,40.72038,-73.84604,****
41395526,Chasers,QUEENS,Irish,violations,8,A,5,1,6065 Flushing Ave,40.72034,-73.90546,*****
50009495,Chateau De Capitaine,BROOKLYN,Seafood,violations,11,A,4,89,2570 Coney Island Ave,40.5943278,-73.960916,****
50047771,Chatham Seafood Restaurant,MANHATTAN,Chinese,violations,37,C,3.5,175,6 Chatham Sq,40.714,-73.99833,****
50012744,Chatime,QUEENS,CafÃ©/Coffee/Tea,violations,10,A,4,66,81-21 Broadway,40.74312087,-73.88297748,****
50053039,Kingza,QUEENS,Chinese/Japanese,violations,6,A,3.5,140,39-16 Prince St,40.75924,-73.8326,****
50017307,Chau Down Cafe,BROOKLYN,American,violations,17,B,3.5,55,80 Dekalb Ave,40.6898758,-73.97974391,****
50051666,Chaufa Peruvian Chifa,QUEENS,Peruvian,violations,24,B,4,28,42-02 Northern Blvd,40.7530817,-73.9214564,****
41569582,Chavela's,BROOKLYN,Mexican,violations,17,B,4,861,736 Franklin Ave,40.673484,-73.957267,****
50019092,Chawla's,QUEENS,Indian,violations,16,B,4,56,131-19 Rockaway Blvd,40.67507,-73.8066,****
41693338,Chayhana Salom,BROOKLYN,Middle Eastern,violations,17,B,4.5,141,1652 Sheepshead Bay Rd,40.58657,-73.95252,*****
50058733,Chaykhana #1,BROOKLYN,Mediterranean,violations,10,A,4.5,39,2158 Bath Ave,40.59869003,-73.99800873,*****
50066417,Chazz Palminteri Italian Restaurant,MANHATTAN,American,violations,26,B,4,129,30 West 46th St,40.756473,-73.98063,****
50042711,Chazz Palminteri Italian Restaurant,MANHATTAN,Italian,violations,12,A,4,129,30 West 46th St,40.756473,-73.98063,****
50060283,Che Cafe,MANHATTAN,Latin,violations,9,A,4.5,67,86 E 7th St,40.72702,-73.98608,*****
41479157,Cheap Shots,QUEENS,American,violations,8,A,3.5,72,14905 Union Tpke,40.7188189,-73.8136349,****
41227024,Cheburechnaya,QUEENS,Eastern European,violations,28,C,4,216,9209 63rd Dr,40.72759923,-73.86408169,****
50001587,Checkers,MANHATTAN,American,violations,10,A,3,20,225 1st Ave,40.73096341,-73.98288846,***
41657037,Checkers,BRONX,Hamburgers,violations,13,A,3,5,1058 Southern Blvd,40.82454,-73.89172,***
50066895,Red Rooster Harlem,BRONX,American,violations,12,A,3.5,2406,310 Lenox Ave,40.80815,-73.94488,****
41637689,Cheeburger Cheeburger,QUEENS,Hamburgers,violations,9,A,3.5,383,108-50 Queens Blvd,40.72049417,-73.84249846,****
41447825,Cheeky Sandwiches,MANHATTAN,Sandwiches,violations,12,A,4.5,1001,35 Orchard St,40.7158,-73.99169,*****
50051875,Cheers Cut,QUEENS,Chicken,closed,38,C,3.5,52,8655 Broadway,40.73717,-73.87709,****
50000392,Sea,BROOKLYN,Thai,violations,15,B,3.5,2542,114 N 6th St,40.71807,-73.960044,****
50015643,Cheese Grille,MANHATTAN,Sandwiches/Salads/Mixed Buffet,violations,7,A,4,439,188 Allen St,40.7219115,-73.9886709,****
50054369,Cheeseboat,BROOKLYN,Eastern European,violations,3,A,4,240,80 Berry St,40.71994,-73.95791,****
40949604,Cheesy Pizza,MANHATTAN,Pizza,violations,12,A,3,84,2640 Broadway,40.79716,-73.96948,***
50044804,Chef 28,MANHATTAN,Chinese/Japanese,violations,42,C,3,89,29 E 28th St,40.74393,-73.98493,***
41297789,Chef Andrea,BROOKLYN,Italian,violations,35,C,4,61,7312 13th Ave,40.62133757,-74.00654191,****
40763888,Chef Ho's,MANHATTAN,Chinese,violations,23,B,4,195,1720 2nd Ave,40.77997,-73.95,****
50015617,Chef Hong's Restaurant,STATEN ISLAND,Chinese,violations,18,B,4,6,7226 Amboy Rd,40.51221,-74.23908,****
41703703,King's Chef Chinese Restaurant,BRONX,Chinese,violations,24,B,5,2,2258 Webster Ave,40.8555237,-73.89566939,*****
50039294,Chef Quang Guyanese Chinese Express,BROOKLYN,Caribbean,violations,31,C,3.5,32,3360 Atlantic Ave,40.681229,-73.872071,****
41162067,Morimoto,MANHATTAN,Chinese,violations,26,B,4,2741,88 10th Ave,40.74312,-74.007185,****
50039761,Atera,MANHATTAN,American,violations,9,A,4.5,208,77 Worth St,40.71694,-74.0057,*****
50054241,Traif,BROOKLYN,American,violations,24,B,4.5,1732,229 S 4th St,40.710658,-73.958872,*****
41716806,Chef's Garden,QUEENS,Chinese,violations,12,A,3.5,17,8009 164th St,40.721187,-73.804071,****
41160010,The NoMad Restaurant,BRONX,Caribbean,violations,13,A,4,1292,1170 Broadway,40.7449,-73.988482,****
50016122,Chefs Club,MANHATTAN,French,violations,24,B,4,346,275 Mulberry St,40.72427531,-73.99531476,****
50060947,Chefs Club Counter,MANHATTAN,American,violations,12,A,4,123,62 Spring St,40.72229329,-73.99739331,****
50011525,Chela & Garnacha,QUEENS,Mexican,violations,7,A,4.5,272,33-09 36th Ave,40.75571715,-73.92781129,*****
50039052,Chelsea Bagel Of Tudor City,MANHATTAN,Bagels/Pretzels,violations,12,A,3.5,55,800 2nd Ave,40.750053,-73.971672,****
41459208,Chelsea Bagel & Cafe,MANHATTAN,American,violations,8,A,3,70,139 W 14th St,40.7383499,-73.99844,***
50059367,The Chelsea Bell,MANHATTAN,American,violations,9,A,3.5,54,316 8th Ave,40.74689097,-73.99707842,****
50044879,Chelsea Craft Brewing Company,BRONX,American,violations,22,B,3,144,463 E 173rd St,40.8417422,-73.901452,***
50040533,Creamline,MANHATTAN,American,violations,9,A,3.5,87,180 7th Ave,40.74274,-73.99698,****
41583613,NY Pizza Suprema,MANHATTAN,Delicatessen,violations,36,C,4,1475,413 8th Ave,40.75020599,-73.99532318,****
41069604,City Kitchen,MANHATTAN,American,violations,16,B,4,412,700 8th Ave at 44th St,40.75874,-73.98846,****
41467165,Chelsea Papaya,MANHATTAN,American,violations,5,A,3.5,117,171 W 23rd St,40.74417359,-73.99533358,****
41210339,Chelsea Playground,STATEN ISLAND,American,violations,12,A,3,21,400 Chelsea Rd,40.6036735,-74.1891386,***
40512520,Chelsea Ristorante,MANHATTAN,Italian,violations,9,A,3.5,126,108 8th Ave,40.7406655,-74.00179468,****
40852659,Chelsea Square Restaurant,MANHATTAN,American,violations,13,A,3.5,177,368 W 23rd St,40.74620819,-74.00127411,****
50050870,Chelsea Station,MANHATTAN,Italian,violations,16,B,4,34,290 8th Ave,40.74623,-73.9974,****
41377511,Chelsea Thai,MANHATTAN,Thai,violations,9,A,3,21,88 10th Ave,40.74317805,-74.00738239,***
41184016,Golden Shopping Mall,QUEENS,Chinese,violations,9,A,4,189,41-28 Main St,40.75723,-73.82937,****
41717113,Chen's Garden,QUEENS,Chinese,violations,9,A,4,9,11046 Flatlands Ave,40.65013935,-73.89096906,****
41461711,Pye Boat Noodle,QUEENS,Chinese,violations,9,A,4.5,574,35-13 Broadway,40.76043,-73.92152,*****
41712191,New World Mall Food Court,QUEENS,Chinese,violations,4,A,4,704,136-20 Roosevelt Ave,40.75933045,-73.82915162,****
50018582,Dough,BROOKLYN,Chinese,violations,23,B,4.5,1615,448 Franklin Ave,40.68906991,-73.95709177,*****
41626151,Chen Wong Restaurant,MANHATTAN,Chinese,violations,8,A,2,28,197 Madison St,40.71273,-73.99039,**
50034109,Nyonya,BRONX,Chinese,violations,2,A,4,1767,199 Grand St,40.7190148,-73.9968228,****
41641202,Chen Yuan Chinese Food,BROOKLYN,Chinese,violations,7,A,4,9,714 Knickerbocker Ave,40.69423955,-73.9105729,****
50057694,IchiUmi,MANHATTAN,Chinese,violations,10,A,3,1247,6 E 32nd St,40.7465376,-73.98495219,***
50044810,Chen's Express Kitchen,MANHATTAN,Chinese,violations,9,A,1,5,223 East 14th St,40.733135,-73.986068,**
50040674,Chen's Garden II,STATEN ISLAND,Chinese,violations,39,C,4,23,1547 Arthur Kill Rd,40.5626885,-74.191104,****
50018136,Chen Mommy's Kitchen,MANHATTAN,Chinese,violations,10,A,4,4,156-05 45th Ave,40.7569052,-73.8098867,****
50044550,LaoMa MaLaTang,QUEENS,Chinese,violations,8,A,3.5,119,New World Mall,40.75933,-73.8291799,****
50065287,Carmel Car and Limousine Service,QUEENS,Chinese,violations,26,B,2,1382,2642 Broadway,40.79726,-73.96951,**
50039487,Guan Fu Szechuan,QUEENS,Chinese,reopened,3,A,4,112,39-16 Prince St,40.759112,-73.832271,****
41247170,Chennai Garden by Tiffin Wallah,MANHATTAN,Indian,violations,11,A,4,661,127 E 28th St,40.74298,-73.98274,****
50043919,Chen's Garden,BROOKLYN,Chinese,violations,22,B,4,9,11046 Flatlands Ave,40.65013935,-73.89096906,****
50032724,New Broadway Seafood Restaurant,QUEENS,Chinese,violations,5,A,2.5,86,83-17 Broadway,40.74093,-73.87931,***
41457352,Cherche Midi,MANHATTAN,Pizza/Italian,violations,7,A,4,279,282 Bowery,40.723915,-73.9927827,****
50065178,Mission Chinese,MANHATTAN,Japanese,violations,40,C,3,622,171 E Broadway,40.71386,-73.98966,***
40873635,Cherokee Deli,BROOKLYN,Spanish,violations,12,A,5,7,1626 Broadway,40.684788,-73.914368,*****
50047226,Cherry Point,BROOKLYN,American,violations,17,B,4.5,88,664 Manhattan Ave,40.72449542,-73.95115751,*****
40368271,Cherry Tavern,MANHATTAN,American,violations,34,C,4,105,441 E 6th St,40.72584915,-73.98430634,****
41191438,Cheryl's Global Soul,BROOKLYN,American,violations,19,B,4,646,236 Underhill Ave,40.673563,-73.967517,****
41712702,Cheung Hing Kitchen,QUEENS,Chinese,violations,11,A,2.5,2,19914 Hollis Ave,40.70592,-73.75803,***
41645241,Cheung Khei Restaurant,QUEENS,Chinese,violations,13,A,3.5,34,25324 Union Tpke,40.7440228,-73.7172189,****
41399601,New Cheung Lee Kitchen,BROOKLYN,Chinese,violations,7,A,4,4,108 Kingston Ave,40.676002,-73.941871,****
50051534,Per Se,MANHATTAN,American,violations,9,A,4.5,1374,10 Columbus Cir,40.76815289,-73.98276296,*****
41658460,Chevys Fresh Mex,MANHATTAN,Mexican,violations,53,C,3,625,259 West 42nd St,40.75721,-73.98931,***
50017941,Chez Alex,BROOKLYN,Bakery,violations,30,C,4.5,91,72 Ralph Ave,40.68753,-73.9237799,*****
40384671,Chez Josephine,MANHATTAN,French,violations,26,B,4,373,414 W 42nd St,40.75861911,-73.99341345,****
41610168,Chez Ma Tante,BROOKLYN,American,violations,13,A,4.5,45,90 Calyer St,40.72689661,-73.95742904,*****
41012277,Chez Macoule,BROOKLYN,Creole,violations,19,B,2,1,1115 Rogers Ave,40.64265,-73.95144,**
41649614,Chez Moi,BROOKLYN,French,violations,41,C,4,313,135 Atlantic Ave,40.69073058,-73.99551244,****
40374974,Chez Napoleon,MANHATTAN,French,violations,10,A,4,233,365 W 50th St,40.76346,-73.9883,****
50054222,Chez Oskar,BROOKLYN,French,violations,13,A,3.5,411,310 Malcolm X Blvd,40.6822491,-73.9290779,****
50064350,Chez Wid,BROOKLYN,Caribbean,violations,48,C,5,1,1323 Flatbush Ave,40.63895,-73.95389,*****
50045751,Chi Ken,BROOKLYN,Chicken,violations,3,A,3.5,118,5401 8th Ave,40.63873515,-74.00591689,****
41172793,Chian Federation Youth Division,QUEENS,Greek,violations,13,A,2,1,4401 Broadway,40.757575,-73.915435,**
